date,token,total_depo,total_with
2026-01-16,SMAG7.SSI,60.672164,25.596234
2026-01-16,SOSO,55352.415300,0.000000
2026-01-16,SUI,6.779136,0.000000
2026-01-16,TON,7.066000,0.000000
2026-01-16,USDC,462.068806,30271.235895
2026-01-16,XLM,25.480000,0.000000
2026-01-17,MAG7.SSI,5.413516,0.000000
2026-01-17,SMAG7.SSI,0.000000,6.000000
2026-01-17,SOSO,2.000000,0.000000
2026-01-17,USDC,1079.241536,330.640460
2026-01-18,SMAG7.SSI,6.770000,0.000000
2026-01-18,SOL,0.035495,0.035495
2026-01-18,USDC,184.000000,299.234980
2026-01-19,AVAXC,0.000000,0.499800
2026-01-19,BNB,0.006149,0.000000
2026-01-19,MAG7.SSI,5.000000,0.000000
2026-01-19,SMAG7.SSI,35.000000,47.274395
2026-01-19,SOL,0.095455,0.000000
2026-01-19,SOSO,8.090000,0.000000
2026-01-19,TON,3.986000,0.000000
2026-01-19,USDC,994.818295,8402.651321
2026-01-20,ETH,0.036075,0.000000
2026-01-20,MAG7.SSI,10.048430,5.000000
2026-01-20,SOL,0.000000,0.814176
2026-01-20,SOSO,10.000000,0.000000
2026-01-20,SUI,6553.566736,0.000000
2026-01-20,TON,6372.715912,0.000000
2026-01-20,USDC,457.020521,30290.212564
2026-01-20,XLM,47205.476620,0.000000
2026-01-21,DOGE,82.560960,0.000000
2026-01-21,MAG7.SSI,28.900236,0.000000
2026-01-21,SMAG7.SSI,409.214100,1.000000
2026-01-21,SUI,0.000000,4.699136
2026-01-21,TON,0.000000,3.000000
2026-01-21,USDC,4094.529380,1265.978117
2026-01-21,XLM,110.504000,211.584000
2026-01-22,ETH,0.050000,0.000000
2026-01-22,SMAG7.SSI,0.000000,1.000000
2026-01-22,SOSO,20.000000,0.000000
2026-01-22,USDC,75.985350,343.320488
2026-01-23,BNB,0.000000,0.005050
2026-01-23,ETH,0.024592,0.000000
2026-01-23,SOL,0.140000,0.000000
2026-01-23,SOSO,80.000000,0.000000
2026-01-23,USDC,1185.963296,163.080803
2026-01-24,DOGE,0.000000,35.158300
2026-01-24,ETH,0.000000,0.013585
2026-01-24,SOL,0.000000,0.134909
2026-01-24,USDC,1513.121495,475.000000
2026-01-25,BNB,0.000000,0.024113
2026-01-25,ETH,0.002100,0.010792
2026-01-25,MAG7.SSI,1491.097220,5.000000
2026-01-25,SMAG7.SSI,82.586500,0.000000
2026-01-25,SOSO,1.216900,0.000000
2026-01-25,USDC,342.803056,624.540909
2026-01-26,BNB,2.590000,0.000000
2026-01-26,ETH,0.007998,0.000000
2026-01-26,MAG7.SSI,218.942526,0.000000
2026-01-26,SMAG7.SSI,100.658400,9675.872484
2026-01-26,SOSO,100.000000,0.000000
2026-01-26,USDC,2186.000000,11207.582905
2026-01-26,XLM,0.000000,111.904800
2026-01-26,XRP,4.000000,0.000000
2026-01-27,ETH,0.004657,0.002164
2026-01-27,MAG7.SSI,10.200000,10.081100
2026-01-27,SMAG7.SSI,10.100000,6.000036
2026-01-27,SOSO,12.000000,0.000000
2026-01-27,USDC,466.601878,150.370646
2026-01-28,MAG7.SSI,24.467900,221663.541900
2026-01-28,SMAG7.SSI,12.957044,12.957044
2026-01-28,SOSO,57.250000,0.000000
2026-01-28,USDC,170.788547,155.000000
2026-01-28,XRP,4.000000,4.000000
2026-01-29,BNB,0.020000,0.000000
2026-01-29,ETH,0.003754,0.000000
2026-01-29,MAG7.SSI,5.000000,0.000000
2026-01-29,SMAG7.SSI,648.244900,37.416421
2026-01-29,SOL,0.030000,0.000000
2026-01-29,USDC,1972.716219,1491.896565
2026-01-29,XLM,0.000000,58.950000
2026-01-30,BNB,0.045590,0.000000
2026-01-30,ETH,0.030000,0.000000
2026-01-30,LTC,0.310106,0.000000
2026-01-30,MAG7.SSI,10.000000,210.128800
2026-01-30,SOSO,14.600000,0.000000
2026-01-30,USDC,1049.209268,201.024009
2026-01-31,ETH,0.000000,0.035090
2026-01-31,MAG7.SSI,0.000000,5.102481
2026-01-31,PEPE,0.000000,750000.000000
2026-01-31,SMAG7.SSI,2240.584700,0.000000
2026-01-31,SOL,0.104028,0.000000
2026-01-31,SOSO,57.350000,0.000000
2026-01-31,TON,16.396412,0.000000
2026-01-31,USDC,18725.224884,12580.901657
2026-01-31,USDT,1999.500000,0.000000
2026-02-01,BNB,0.058598,0.022843
2026-02-01,DOGE,209.831470,0.000000
2026-02-01,ETH,0.045697,0.000000
2026-02-01,MAG7.SSI,12980.827200,0.000000
2026-02-01,SMAG7.SSI,5779.956100,140.301227
2026-02-01,SOSO,12.375820,0.000000
2026-02-01,USDC,12091.821650,3272.322579
2026-02-02,BNB,0.034093,0.032258
2026-02-02,ETH,0.269780,0.000000
2026-02-02,MAG7.SSI,80.513500,31.132395
2026-02-02,SMAG7.SSI,4789.435500,25.031104
2026-02-02,SOL,0.840921,0.000000
2026-02-02,SOSO,14.815600,0.000000
2026-02-02,SUI,32.352901,0.000000
2026-02-02,TON,12.583542,0.000000
2026-02-02,USDC,10826.750823,7995.283677
2026-02-02,XLM,0.000000,252.473400
2026-02-03,BNB,0.022120,0.060024
2026-02-03,ETH,0.120000,0.000000
2026-02-03,MAG7.SSI,40.000000,9.712870
2026-02-03,SMAG7.SSI,208.946500,40.957781
2026-02-03,SOL,0.000000,0.030000
2026-02-03,USDC,21069.187458,344.715217
2026-02-04,BNB,0.278725,0.000000
2026-02-04,ETH,0.656431,0.204591
2026-02-04,MAG7.SSI,520.686026,342.027758
2026-02-04,SMAG7.SSI,544.298500,5.000000
2026-02-04,SOL,0.259526,0.000000
2026-02-04,SOSO,610.661900,0.000000
2026-02-04,USDC,124993.046390,2969.660526
2026-02-04,USDT,15.200000,0.000000
2026-02-05,BNB,0.302950,0.046956
2026-02-05,BTC,0.000000,0.000559
2026-02-05,ETH,0.111337,0.055780
2026-02-05,MAG7.SSI,492455.093649,396.100860
2026-02-05,SMAG7.SSI,1583.471300,230.668192
2026-02-05,SOL,0.216259,0.222370
2026-02-05,SOSO,44.062470,0.000000
2026-02-05,USDC,54081.171401,204270.466194
2026-02-06,BNB,0.000000,0.087893
2026-02-06,ETH,0.060500,0.000000
2026-02-06,MAG7.SSI,213787.534060,312.984200
2026-02-06,SMAG7.SSI,1166.921400,212.288646
2026-02-06,SOL,3.376614,3.238420
2026-02-06,USDC,31162.972665,116393.615593
2026-02-07,BNB,0.070186,0.032388
2026-02-07,BTC,0.000999,0.000000
2026-02-07,ETH,0.059017,0.123075
2026-02-07,MAG7.SSI,522.068255,0.000000
2026-02-07,SMAG7.SSI,375.534000,0.000000
2026-02-07,SOSO,700.000000,0.000000
2026-02-07,USDC,6069.008316,3521.332083
2026-02-07,USDT,99.900000,0.000000
2026-02-08,BNB,0.008075,0.008074
2026-02-08,ETH,0.048740,0.000000
2026-02-08,MAG7.SSI,291068.660537,577.850600
2026-02-08,SMAG7.SSI,7454.418500,0.000000
2026-02-08,SUI,0.000000,101.029230
2026-02-08,TON,10.534445,0.000000
2026-02-08,USDC,3392.955789,152558.881870
2026-02-09,BNB,0.256480,0.006000
2026-02-09,ETH,0.014769,0.000000
2026-02-09,MAG7.SSI,238.676269,0.000000
2026-02-09,SMAG7.SSI,85.261700,0.000000
2026-02-09,SOL,0.650000,0.000000
2026-02-09,USDC,4415.473689,2024.508422
2026-02-09,USDT,19.900000,0.000000
2026-02-10,ARB,762.656359,0.000000
2026-02-10,BNB,0.241500,0.000000
2026-02-10,DOGE,700.000000,0.000000
2026-02-10,ETH,0.134755,0.115207
2026-02-10,MAG7.SSI,1024.899367,1112.003865
2026-02-10,SMAG7.SSI,9461.539700,0.000000
2026-02-10,SOL,0.150000,0.000000
2026-02-10,USDC,4042.957819,3172.276318
2026-02-10,XRP,50.000000,0.000000
2026-02-11,BNB,0.012097,0.000000
2026-02-11,ETH,1.529950,0.009193
2026-02-11,MAG7.SSI,104716.065370,52.740000
2026-02-11,SMAG7.SSI,4007.130100,325.987955
2026-02-11,SOL,0.485491,0.725491
2026-02-11,SOSO,31.510000,0.000000
2026-02-11,USDC,15380.946856,57920.192455
2026-02-12,ARB,110.182895,0.000000
2026-02-12,BNB,0.025927,0.000000
2026-02-12,ETH,0.176563,0.004736
2026-02-12,SMAG7.SSI,676.688200,586.910672
2026-02-12,SOL,0.961190,0.039675
2026-02-12,USDC,10259.684643,162064.414979
2026-02-13,BNB,0.149671,0.326323
2026-02-13,DOGE,0.000000,318.936200
2026-02-13,ETH,0.573500,0.159557
2026-02-13,MAG7.SSI,105419.111304,58.676698
2026-02-13,SMAG7.SSI,705.745100,0.000000
2026-02-13,SOL,0.000000,1.113827
2026-02-13,SOSO,804918.487400,0.000000
2026-02-13,TON,0.000000,135.851416
2026-02-13,USDC,102806.501607,164577.285341
2026-02-14,BNB,0.151876,0.000000
2026-02-14,ETH,0.031800,0.008298
2026-02-14,MAG7.SSI,315.720311,39.323134
2026-02-14,SMAG7.SSI,411.111300,0.000000
2026-02-14,SOL,0.953458,3.223274
2026-02-14,SOSO,198.804082,0.000000
2026-02-14,USDC,13126.626780,9766.324016
2026-02-15,ARB,5463.346400,0.000000
2026-02-15,BNB,0.028319,0.032370
2026-02-15,ETH,0.003000,0.000000
2026-02-15,SMAG7.SSI,600.539300,2508.079072
2026-02-15,USDC,3406.989962,12297.746185
2026-02-16,MAG7.SSI,297733.795347,328.131359
2026-02-16,SMAG7.SSI,452.954500,0.000000
2026-02-16,SOL,0.044223,0.756928
2026-02-16,SOSO,150.680000,0.000000
2026-02-16,USDC,118182.724069,103901.207962
2026-02-17,ETH,0.100000,0.148937
2026-02-17,LTC,0.200000,0.000000
2026-02-17,SMAG7.SSI,76.413200,178.146070
2026-02-17,SOSO,190.765400,0.000000
2026-02-17,USDC,2932.945149,14860.077982
2026-02-18,ETH,0.033335,0.000000
2026-02-18,MAG7.SSI,128.113758,322.500000
2026-02-18,SMAG7.SSI,708.000000,0.000000
2026-02-18,SOL,0.566000,0.421816
2026-02-18,SOSO,549.272557,0.000000
2026-02-18,USDC,843.094565,570.671174
2026-02-18,USDT,15.500000,0.000000
2026-02-19,BNB,0.000000,0.024654
2026-02-19,ETH,0.000000,0.002899
2026-02-19,MAG7.SSI,382.705299,90.538640
2026-02-19,SMAG7.SSI,53.464500,0.000000
2026-02-19,SOL,0.346471,0.000000
2026-02-19,SOSO,5.940000,0.000000
2026-02-19,USDC,13759.593394,3290.208965
2026-02-20,ETH,0.000000,0.025488
2026-02-20,MAG7.SSI,0.000000,8872.360300
2026-02-20,SMAG7.SSI,0.000000,729.697340
2026-02-20,SOL,12.659880,0.300924
2026-02-20,SOSO,101.000000,0.000000
2026-02-20,USDC,1400.016629,5591.919734
2026-02-21,BNB,0.000000,0.017996
2026-02-21,ETH,0.104573,0.002700
2026-02-21,MAG7.SSI,396.498112,8.965086
2026-02-21,SMAG7.SSI,16.834000,0.000000
2026-02-21,SOL,0.118257,0.000000
2026-02-21,SOSO,47.357600,0.000000
2026-02-21,TON,0.000000,5.990000
2026-02-21,USDC,101380.324451,2148.199881
2026-02-22,BNB,0.163500,0.000000
2026-02-22,MAG7.SSI,20.427700,0.000000
2026-02-22,SOL,0.000000,0.342914
2026-02-22,SOSO,233.334100,0.000000
2026-02-22,SUI,0.000000,24.593850
2026-02-22,USDC,1246.619668,628.190612
2026-02-23,BNB,0.058700,0.000000
2026-02-23,ETH,0.010000,0.001100
2026-02-23,MAG7.SSI,640.293700,0.000000
2026-02-23,SMAG7.SSI,34.538800,0.000000
2026-02-23,SUI,0.000000,16.595850
2026-02-23,USDC,21513.289139,1186.241428
2026-02-24,BASE_DEFISSI,20.000000,0.000000
2026-02-24,BASE_MEMESSI,20.000000,0.000000
2026-02-24,ETH,0.018731,0.000000
2026-02-24,MAG7.SSI,360.605109,15.704243
2026-02-24,SOSO,20.980000,0.000000
2026-02-24,USDC,1465.905267,6858.895288
2026-02-24,USSI,5.000000,0.000000
2026-02-25,BNB,0.000000,0.048000
2026-02-25,ETH,0.002500,0.005698
2026-02-25,MAG7.SSI,89.688800,9376.527279
2026-02-25,SMAG7.SSI,9308.081900,0.000000
2026-02-25,SUI,8.000000,0.000000
2026-02-25,USDC,11322.343596,13190.231627
2026-02-26,ARB,25.590000,0.000000
2026-02-26,BNB,0.104899,0.040759
2026-02-26,BTC,0.000250,0.000000
2026-02-26,ETH,0.352929,0.020688
2026-02-26,MAG7.SSI,10997.670659,1860.835841
2026-02-26,SMAG7.SSI,92.377600,0.000000
2026-02-26,SOSO,239.137800,0.000000
2026-02-26,TON,15.050000,0.000000
2026-02-26,USDC,73920.459857,47774.299922
2026-02-26,USDT,38.850000,0.000000
2026-02-26,XLM,151.843000,0.000000
2026-02-27,ETH,0.122588,0.115299
2026-02-27,MAG7.SSI,108.462200,15039.013431
2026-02-27,SOL,0.133755,0.150954
2026-02-27,SOSO,126.609985,0.000000
2026-02-27,SUI,0.000000,18.394480
2026-02-27,USDC,2482.726985,107302.962577
2026-02-27,USDT,194.705700,0.000000
2026-02-28,BNB,0.018731,0.000000
2026-02-28,ETH,0.000000,0.012984
2026-02-28,MAG7.SSI,6.438959,406.402211
2026-02-28,SMAG7.SSI,0.000000,315.228877
2026-02-28,USDC,15081.429473,20019.197998
2026-02-28,USDT,4039.090000,0.000000
2026-03-01,BNB,0.000000,0.022578
2026-03-01,ETH,0.005041,0.000000
2026-03-01,MAG7.SSI,10.389700,136.864867
2026-03-01,SMAG7.SSI,10526.996900,258.723654
2026-03-01,SOL,0.062610,0.000000
2026-03-01,SOSO,100.878300,0.000000
2026-03-01,TON,14.545405,0.000000
2026-03-01,USDC,1359.444048,10784.240151
2026-03-02,BNB,0.008599,0.000000
2026-03-02,DEFI.SSI,653000.000000,0.000000
2026-03-02,ETH,0.452500,0.000000
2026-03-02,MAG7.SSI,0.000000,483.812127
2026-03-02,MEME.SSI,283000.000000,0.000000
2026-03-02,SOSO,690.375000,0.000000
2026-03-02,USDC,4398.048616,3731.257546
2026-03-02,USDT,0.000000,44.500000
2026-03-02,USSI,122000.000000,0.000000
2026-03-03,AMZNX,0.028884,0.000000
2026-03-03,GOOGLX,0.018875,0.000000
2026-03-03,MAG7.SSI,167.000000,15.475500
2026-03-03,METAX,0.009209,0.000000
2026-03-03,SMAG7.SSI,48.861100,0.000000
2026-03-03,SOL,0.070000,0.270112
2026-03-03,SOSO,300.000000,0.000000
2026-03-03,USDC,1839.683617,2139.325191
2026-03-04,ADA,10.000000,0.000000
2026-03-04,ETH,0.040000,0.000000
2026-03-04,MAG7.SSI,107.811848,13.373400
2026-03-04,SMAG7.SSI,32.951100,0.000000
2026-03-04,SOL,1.076224,0.342120
2026-03-04,SOSO,50.000000,0.000000
2026-03-04,USDC,3757.853575,29428.677381
2026-03-04,USDT,29.370000,0.000000
2026-03-05,AAPLX,19.285419,0.000000
2026-03-05,AMZNX,22.955216,0.000000
2026-03-05,BNB,0.051878,0.000000
2026-03-05,ETH,0.034149,0.000000
2026-03-05,GOOGLX,16.720958,0.000000
2026-03-05,MAG7.SSI,15.550700,73.777962
2026-03-05,METAX,7.644909,0.000000
2026-03-05,NVDAX,27.772324,0.000000
2026-03-05,SMAG7.SSI,5.000000,5.007643
2026-03-05,SOL,5.666151,0.190175
2026-03-05,TSLAX,12.450523,0.000000
2026-03-05,USDC,1595.669480,30908.390295
2026-03-06,AMZNX,0.000000,0.028883
2026-03-06,DEFI.SSI,22.038391,22.038391
2026-03-06,ETH,0.092906,0.000000
2026-03-06,GOOGLX,0.000000,0.018875
2026-03-06,MAG7.SSI,588.448785,589.391090
2026-03-06,MEME.SSI,22.160267,22.160267
2026-03-06,METAX,0.000000,0.009208
2026-03-06,SMAG7.SSI,0.000000,99.721488
2026-03-06,SOL,0.089762,0.080000
2026-03-06,SOSO,725.479699,0.000000
2026-03-06,SSOSO,7.000000,0.000000
2026-03-06,USDC,1300.313070,893.513749
2026-03-07,BNB,0.095092,0.149184
2026-03-07,ETH,0.401591,0.439954
2026-03-07,MAG7.SSI,4652.303327,1172.524943
2026-03-07,SMAG7.SSI,4344.534594,0.000000
2026-03-07,SOSO,203.751900,0.000000
2026-03-07,USDC,31812.983244,38799.998599
2026-03-08,ETH,0.010000,0.000000
2026-03-08,MAG7.SSI,108.276986,74.444185
2026-03-08,SMAG7.SSI,1063.110100,0.000000
2026-03-08,SOL,1.000000,0.000000
2026-03-08,USDC,1388.718992,1572.110515
2026-03-09,MAG7.SSI,5.683200,0.000000
2026-03-09,SOL,0.000000,0.088995
2026-03-09,SOSO,4.008961,0.000000
2026-03-09,USDC,1532.732850,1282.158801
2026-03-10,BNB,0.000000,0.006999
2026-03-10,ETH,0.009454,0.000000
2026-03-10,MAG7.SSI,95.999600,81.499620
2026-03-10,SMAG7.SSI,135.937400,148.320460
2026-03-10,SOSO,24.430413,0.000000
2026-03-10,USDC,2403.447982,725.289501
2026-03-11,BNB,0.015520,0.000000
2026-03-11,ETH,0.500168,0.000000
2026-03-11,MAG7.SSI,1658.061649,0.000000
2026-03-11,SMAG7.SSI,147.820460,0.000000
2026-03-11,USDC,2038.852581,710.849295
2026-03-12,ETH,0.009896,0.019986
2026-03-12,MAG7.SSI,32.700616,2390.003903
2026-03-12,SOSO,11.559989,0.000000
2026-03-12,USDC,1005.051169,1914.394324
2026-03-13,BNB,0.092719,0.270921
2026-03-13,ETH,0.003400,0.009447
2026-03-13,MAG7.SSI,5438.538696,4632.321509
2026-03-13,SMAG7.SSI,11.625400,0.000000
2026-03-13,SSOSO,2819.753400,0.000000
2026-03-13,USDC,6136.493205,9220.560576
2026-03-14,AVAXC,1.577420,0.000000
2026-03-14,BNB,0.000000,0.039403
2026-03-14,DOGE,206.000000,0.000000
2026-03-14,ETH,0.350711,0.098377
2026-03-14,MAG7.SSI,17712.255484,3294.266170
2026-03-14,SMAG7.SSI,18.000000,80.166842
2026-03-14,SOSO,1.000000,0.000000
2026-03-14,SSOSO,6031.804300,0.000000
2026-03-14,SUI,0.000000,32.352900
2026-03-14,USDC,24048.417475,8920.339927
2026-03-15,ETH,20.500403,19.990510
2026-03-15,MAG7.SSI,114.825200,948.679754
2026-03-15,SSOSO,80.431600,0.000000
2026-03-15,TON,11.926489,0.000000
2026-03-15,USDC,1436.602343,6152.890404
2026-03-15,USDT,15.000000,0.000000
2026-03-16,MAG7.SSI,17.858017,4702.513656
2026-03-16,SMAG7.SSI,100.018300,0.000000
2026-03-16,SOSO,1000.000000,0.000000
2026-03-16,SSOSO,3331.384200,0.000000
2026-03-16,USDC,1800.138636,3176.118239
2026-03-16,USSI,6.752657,6.752657
2026-03-17,BNB,0.084000,0.000000
2026-03-17,ETH,0.000000,0.039201
2026-03-17,MAG7.SSI,6.396600,157.522416
2026-03-17,SMAG7.SSI,95.305200,0.000000
2026-03-17,SOL,0.000000,3.998740
2026-03-17,SSOSO,93778.680900,0.000000
2026-03-17,USDC,1731.695647,102008.630298
2026-03-17,USDT,101263.694502,0.000000
2026-03-18,BNB,0.029413,1.270263
2026-03-18,MAG7.SSI,10.000000,1556.755691
2026-03-18,SMAG7.SSI,0.000000,22.077175
2026-03-18,SOL,0.090745,0.000000
2026-03-18,SOSO,69.510027,0.000000
2026-03-18,SSOSO,10376.570700,0.000000
2026-03-18,USDC,849.876884,860.116030
2026-03-18,USDT,6.764110,131.415700
2026-03-19,AAPLX,0.034006,0.034000
2026-03-19,BNB,0.000000,0.263828
2026-03-19,ETH,0.020471,0.016689
2026-03-19,MAG7.SSI,16.491100,396.656918
2026-03-19,SMAG7.SSI,16.000800,6.000000
2026-03-19,SOSO,12.000000,0.000000
2026-03-19,SSOSO,1140.861400,0.000000
2026-03-19,USDC,4345.169699,3210.194522
2026-03-20,ETH,0.003336,0.000000
2026-03-20,MAG7.SSI,78.000090,216.460127
2026-03-20,SMAG7.SSI,0.000000,133.437485
2026-03-20,SOSO,70.111810,0.000000
2026-03-20,USDC,373.949781,10898.869807
2026-03-20,USDT,5.963685,0.000000
2026-03-21,BNB,0.024169,0.000000
2026-03-21,MAG7.SSI,101.789077,9720.707513
2026-03-21,SSOSO,1.000000,0.000000
2026-03-21,USDC,2309.073452,3763.651318
2026-03-22,ETH,0.005155,0.000000
2026-03-22,MAG7.SSI,50.222500,154.377254
2026-03-22,SSOSO,18.340700,0.000000
2026-03-22,USDC,26084.304211,2259.752684
2026-03-23,ETH,0.003591,0.004979
2026-03-23,MAG7.SSI,0.000000,2344.192044
2026-03-23,SMAG7.SSI,14.806700,81.009239
2026-03-23,SOL,0.000000,0.854319
2026-03-23,SOSO,30.000000,0.000000
2026-03-23,SSOSO,208.877100,0.000000
2026-03-23,USDC,3313.241662,1604.320558
2026-03-23,USDT,8.971845,0.000000
2026-03-24,ETH,0.000000,0.046982
2026-03-24,MAG7.SSI,176296.477095,1906.139357
2026-03-24,SMAG7.SSI,13744.673700,0.000000
2026-03-24,SOSO,1630.000000,0.000000
2026-03-24,SSOSO,630.785400,0.000000
2026-03-24,USDC,556.244257,90279.982503
2026-03-25,BNB,0.005000,0.000000
2026-03-25,ETH,0.405415,0.357200
2026-03-25,MAG7.SSI,11899.332013,1407.106741
2026-03-25,SMAG7.SSI,60.566100,0.000000
2026-03-25,SOL,0.030000,0.000000
2026-03-25,SUI,20.980000,0.000000
2026-03-25,USDC,45663.396299,20171.187103
2026-03-25,USDT,302.278102,104.711510
2026-03-25,XRP,39.000000,0.000000
2026-03-26,ETH,0.096900,0.293155
2026-03-26,MAG7.SSI,189.500533,97.658248
2026-03-26,SMAG7.SSI,496.331090,508.346144
2026-03-26,SOL,0.340000,0.000000
2026-03-26,SOSO,71.073400,0.000000
2026-03-26,SSOSO,24.526400,0.000000
2026-03-26,TON,18.058213,0.000000
2026-03-26,USDC,12741.633016,16169.390679
2026-03-26,USDT,335.139333,0.000000
2026-03-27,MAG7.SSI,0.000000,467.533150
2026-03-27,SOSO,147.258900,0.000000
2026-03-27,USDC,4567.196054,4256.638581
2026-03-27,USDT,91.435829,0.000000
2026-03-28,MAG7.SSI,0.000000,152.316229
2026-03-28,USDC,50.000000,151743.114774
